GeneID,Symbol,Score,P-value
80757,TMEM121,0.147126463,0.086681637
474344,GIMAP6,0.409988401,0.086724637
54790,TET2,-0.047778059,0.08677435
23142,DCUN1D4,-0.009373506,0.086846966
6925,TCF4,-0.019213944,0.087057826
23514,SPIDR,-0.215783399,0.087179251
5775,PTPN4,-0.048502188,0.087211399
5310,PKD1,-0.109085113,0.087244651
1495,CTNNA1,0.151178147,0.087461588
54842,MFSD6,0.011698737,0.087488027
81790,RNF170,-0.099786581,0.087494708
22873,DZIP1,0.156782239,0.087535843
7483,WNT9A,-0.305341597,0.087554306
3621,ING1,0.15759664,0.087561944
2539,G6PD,0.253188427,0.087631104
388228,SBK1,0.086350979,0.087671713
8892,EIF2B2,0.248077557,0.087736986
114826,SMYD4,-0.153684383,0.087819774
8672,EIF4G3,0.019662345,0.087831388
2530,FUT8,0.008920921,0.087994836
64928,MRPL14,0.378047274,0.088004079
7799,PRDM2,0.078835095,0.08802671
1785,DNM2,0.015307629,0.088078412
8893,EIF2B5,0.060115428,0.088170906
23194,FBXL7,-0.049478121,0.088188472
26135,SERBP1,0.111608569,0.08828569
55512,SMPD3,0.072583872,0.088319008
7260,EIPR1,0.242559249,0.088406872
1112,FOXN3,-0.056304321,0.08853304
1946,EFNA5,0.045756345,0.088536722
57142,RTN4,0.008175467,0.088571795
54496,PRMT7,0.056350767,0.088588795
27429,HTRA2,0.015976539,0.088604611
6712,SPTBN2,0.02201055,0.088721625
4669,NAGLU,0.097241007,0.088756018
2321,FLT1,0.450891345,0.088823627
197370,NSMCE1,0.227028622,0.088838875
51399,TRAPPC4,0.160940627,0.088843942
153527,ZMAT2,0.234234292,0.088874839
6129,RPL7,0.294418561,0.088981531
100,ADA,-1.246245916,0.089034783
51001,MTERF3,0.105748165,0.089110498
861,RUNX1,-1.188198384,0.089155806
10435,CDC42EP2,-0.197811052,0.089217357
55611,OTUB1,0.135101483,0.089246355
3163,HMOX2,0.120458881,0.089278076
89795,NAV3,-0.040968857,0.089305855
8653,DDX3Y,0.055253931,0.089365212
3636,INPPL1,-0.144353994,0.089451397
3929,LBP,0.157827878,0.089480841
146862,UNC45B,-0.839547839,0.089528626
1175,AP2S1,0.119686479,0.089541853
51343,FZR1,0.107736984,0.089680591
5465,PPARA,0.060131866,0.089827842
5239,PGM5,0.767068237,0.089962193
7782,SLC30A4,0.038878116,0.090135011
8554,PIAS1,0.03117202,0.090144181
57649,PHF12,-0.116753579,0.090685769
2033,EP300,0.078424177,0.090761696
1540,CYLD,0.000158891,0.090762374
11128,POLR3A,-0.063228035,0.090773031
10846,PDE10A,-0.274541623,0.090789584
51016,EMC9,-0.057078367,0.09084642
118,ADD1,0.070154056,0.090896671
115572,TENT5B,-0.24562029,0.090933555
5250,SLC25A3,-0.037367139,0.091107046
54361,WNT4,0.166320645,0.091122546
84303,CHCHD6,0.159824298,0.091196793
255877,BCL6B,-0.210061364,0.091261019
2585,GALK2,0.088730761,0.091760157
4637,MYL6,-0.060762797,0.091993419
53917,RAB24,0.098610438,0.092254073
3654,IRAK1,0.033332376,0.092307171
91754,NEK9,0.108204527,0.092312226
1455,CSNK1G2,0.102578724,0.092384622
3054,HCFC1,0.049054151,0.092396702
7871,SLMAP,-0.084880393,0.092414588
3980,LIG3,-0.211880161,0.092418863
55299,BRIX1,0.067443514,0.09245276
8473,OGT,-0.176494708,0.092468443
84314,TMEM107,0.61919712,0.09246936
348262,MCRIP1,0.101467931,0.092588225
27133,KCNH5,0.004450287,0.092646533
147929,ZNF565,0.029256565,0.092721896
56172,ANKH,0.119296486,0.092725045
6227,RPS21,0.395221077,0.092759842
27123,DKK2,0.373006484,0.092767831
6850,SYK,-0.831415006,0.092839044
9556,ATP5MJ,0.083228165,0.092984845
1965,EIF2S1,0.079611396,0.093069411
84987,COX14,0.115660261,0.093115994
4121,MAN1A1,-0.11171694,0.093194067
89876,CFAP91,0.554178151,0.093293176
261726,TIPRL,0.189471724,0.093304751
64838,FNDC4,-0.074140449,0.093427222
9681,DEPDC5,0.017091838,0.09351934
115416,MALSU1,0.17376745,0.09356606
5116,PCNT,0.069627895,0.0935883
2326,FMO1,-0.859158987,0.0936123
9184,BUB3,0.136376521,0.093669876
9857,CEP350,-0.066949329,0.09370423
54873,PALMD,0.072616518,0.093734853
60496,AASDHPPT,0.244456078,0.093744538
6535,SLC6A8,-0.146705211,0.093784653
83732,RIOK1,0.223154477,0.093836349
55111,PLEKHJ1,0.121806759,0.093881418
128414,NKAIN4,0.382355807,0.09390756
8031,NCOA4,-0.127887316,0.093939252
64949,MRPS26,0.095154955,0.094094143
494470,ARK2C,-0.128973875,0.094116789
3326,HSP90AB1,0.140455803,0.094192551
51081,MRPS7,0.108592395,0.094212409
53335,BCL11A,0.022204836,0.094392683
64777,RMND5B,0.016503689,0.094428833
6902,TBCA,0.204866623,0.094433276
149041,RC3H1,-0.019126641,0.094522415
3655,ITGA6,-0.071139082,0.094561807
83464,APH1B,0.204966701,0.094563005
29015,SLC43A3,-0.331818428,0.09459198
6434,TRA2B,0.202695639,0.094651396
27243,CHMP2A,0.304729618,0.09469415
9609,RAB36,0.127872204,0.094715061
23001,WDFY3,-0.095296039,0.094741664
51003,MED31,0.213421088,0.094823168
55379,LRRC59,0.107372344,0.094918667
123169,LEO1,0.010693034,0.094949782
4482,MSRA,0.156692757,0.094992919
382,ARF6,0.058550832,0.095017477
30819,KCNIP2,0.015605588,0.095085438
29101,SSU72,0.081253585,0.095210846
10936,GPR75,-0.027037987,0.095254576
790955,UQCC3,-0.162516452,0.095299949
8470,SORBS2,-0.097712276,0.095321299
118672,PSTK,-0.144000882,0.095336459
4723,NDUFV1,0.075983361,0.09534689
8061,FOSL1,-0.958399465,0.09538434
7159,TP53BP2,0.054804943,0.095402259
57639,CCDC146,0.393309972,0.09543502
51393,TRPV2,-0.044027018,0.095521894
1196,CLK2,0.008038887,0.095561558
79144,PPDPF,0.00058235,0.095572055
2077,ERF,0.172902688,0.095587747
84950,PRPF38A,0.356471071,0.095674355
50848,F11R,-0.908984944,0.095700196
516,ATP5MC1,0.239355327,0.095736005
60386,SLC25A19,-0.044180256,0.095752948
84419,C15ORF48,-0.2590819,0.095833574
867,CBL,-0.029941778,0.095853432
55850,USE1,0.342667919,0.095898552
23264,ZC3H7B,0.085520482,0.095944624
26032,SUSD5,-0.411770993,0.096021241
23452,ANGPTL2,-0.0768475,0.096054229
8634,RTCA,-0.036942611,0.096066958
9772,TMEM94,-0.125232675,0.096119812
657,BMPR1A,0.175471265,0.096122367
9465,AKAP7,-0.156797897,0.096219972
100505573,INAFM2,0.020422091,0.096378226
100861412,FSBP,-0.487358403,0.096484282
5166,PDK4,-0.034587274,0.096595377
51218,GLRX5,-0.01858873,0.096627409
26249,KLHL3,0.076983167,0.09667397
27154,BRPF3,0.113390722,0.09668288
5596,MAPK4,0.061291913,0.096768794
317,APAF1,-0.185309333,0.096876506
79174,CRELD2,0.204211175,0.096950762
91452,ACBD5,0.035044206,0.096967204
983,CDK1,-0.651413461,0.096987849
116985,ARAP1,-0.164799729,0.096999872
54863,TOR4A,-0.253936252,0.097053976
10380,BPNT1,0.086095766,0.097217614
3397,ID1,0.215648631,0.097232884
10319,LAMC3,1.24681715,0.097283639
84069,PLEKHN1,0.021346714,0.097374213
1491,CTH,-0.142936678,0.097460373
10106,CTDSP2,0.137603312,0.097475849
5445,PON2,0.020305493,0.097485771
3382,ICA1,0.073241211,0.09759558
9616,RNF7,0.029856584,0.097670872
81930,KIF18A,-1.124539632,0.097729294
64784,CRTC3,0.024500324,0.097768096
57799,RAB40C,0.049575676,0.097861695
23616,SH3BP1,-0.491205957,0.097890424
5604,MAP2K1,-0.082340615,0.09791186
51696,HECA,0.081277451,0.097972077
64753,CCDC136,-0.01011202,0.098018112
10190,TXNDC9,0.116427465,0.098056675
54810,GIPC2,2.871902185,0.098120493
7840,ALMS1,0.332080054,0.098205692
81565,NDEL1,0.09203962,0.098355123
6154,RPL26,0.16833196,0.098391054
4666,NACA,0.344500736,0.098409418
4808,NHLH2,0.365200503,0.09850315
8495,PPFIBP2,0.355332016,0.098546747
127544,RNF19B,0.13316248,0.098558565
6801,STRN,-0.060713734,0.098626574
1038,CDR1,-0.028624401,0.098802384
205717,USF3,0.025932355,0.098912053
4661,MYT1,0.210758195,0.098979913
637,BID,-0.202524288,0.099219562
4891,SLC11A2,0.077265245,0.09923277
23261,CAMTA1,-0.096432651,0.099234163
3843,IPO5,-0.016445535,0.099268782
167691,LCA5,-0.044800813,0.099296627
64403,CDH24,-0.701784997,0.09932845
57699,CPNE5,-0.351947,0.099342285
54438,GFOD1,-0.057855163,0.099470885
10957,PNRC1,0.104098663,0.099552046
79441,HAUS3,0.229218049,0.099645978
55780,ERMARD,-0.189445383,0.099706179
955,ENTPD6,0.000558544,0.09986775
55758,RCOR3,-0.070649094,0.099887087
7572,ZNF24,0.184961747,0.099924426
64579,NDST4,0.063912639,0.099925295
26286,ARFGAP3,0.061697641,0.100042526
3097,HIVEP2,-0.028687818,0.100044276
25874,MPC2,0.052909421,0.100087308
2888,GRB14,0.036997232,0.100354749
57569,ARHGAP20,-0.109482449,0.100369133
4957,ODF2,-0.095182811,0.100422314
27089,UQCRQ,0.046401305,0.100606398
6204,RPS10,0.301957197,0.100624319
794,CALB2,0.40873672,0.100707814
1628,DBP,0.171370192,0.100737136
10350,ABCA9,0.591528617,0.100746643
7388,UQCRH,0.076783048,0.100853355
2532,ACKR1,-0.244376012,0.100859038
8803,SUCLA2,-0.028491492,0.10088544
26053,AUTS2,-0.118299604,0.100896598
23600,AMACR,-0.042744471,0.100898844
94,ACVRL1,0.485790383,0.100939827
219854,TMEM218,0.127839383,0.100986347
7447,VSNL1,-0.181975703,0.101003163
79991,STN1,0.246176317,0.101066544
168667,BMPER,-0.173236365,0.10128249
29979,UBQLN1,-0.045293041,0.101293812
64750,SMURF2,-0.107589744,0.101417414
51023,MRPS18C,0.258699123,0.101530693
8896,BUD31,0.230808065,0.101605563
92714,ARRDC1,0.331719008,0.101630686
6768,ST14,-0.902816937,0.101671415
390616,ANKRD34C,-0.290636799,0.101747615
80176,SPSB1,0.101326441,0.101771405
57666,FBRSL1,0.00981747,0.101866752
55847,CISD1,0.089888548,0.101868838
51060,TXNDC12,0.254871762,0.101975014
5701,PSMC2,0.232313343,0.102074019
6117,RPA1,0.128610977,0.102078206
2619,GAS1,0.337974523,0.102093198
6166,RPL36AL,0.033404147,0.10209591
54986,ULK4,0.092354205,0.102114528
5338,PLD2,0.323430796,0.102129111
64398,PALS1,0.066198043,0.102310061
51193,ZNF639,-0.202071923,0.102471036
146923,RUNDC1,0.09972919,0.10251168
28987,NOB1,0.094249064,0.102629446
10726,NUDC,0.162123599,0.102746861
84305,PYM1,0.102206789,0.102828989
7381,UQCRB,0.06667874,0.10289793
1821,DRP2,-0.128458002,0.102913971
129450,TYW5,-0.027348838,0.103011911
7805,LAPTM5,-0.456523791,0.103021297
55245,UQCC1,0.310775594,0.103144197
4707,NDUFB1,0.255753391,0.10315757
30010,NXPH1,-0.19279457,0.103174152
10621,POLR3F,0.027885972,0.10321549
9070,ASH2L,0.435969277,0.103313262
55604,CARMIL1,0.280709004,0.103340366
8567,MADD,-0.028605612,0.10336715
9451,EIF2AK3,0.027888745,0.103377484
22824,HSPA4L,0.024501914,0.103385122
6709,SPTAN1,0.049860707,0.103571929
29106,SCG3,-0.147573147,0.103646737
84286,TMEM175,0.153364305,0.103935915
129080,EMID1,-0.852328365,0.103951365
23420,NOMO1,0.070362154,0.103978
3376,IARS1,0.084608054,0.104007273
282973,JAKMIP3,-0.188291714,0.104142566
23473,CAPN7,0.007338631,0.104155451
2567,GABRG3,-0.122087957,0.104158419
23007,PLCH1,0.22335151,0.104357063
5573,PRKAR1A,0.004475086,0.104396059
6650,CAPN15,-0.403312324,0.104471498
57862,ZNF410,0.290946769,0.104497107
8314,BAP1,-0.029701088,0.104524456
84858,ZNF503,-0.495518218,0.104661679
146664,MGAT5B,0.027428869,0.104801254
3782,KCNN3,-0.009896059,0.104817213
2914,GRM4,-0.351375712,0.10487221
51726,DNAJB11,0.246187776,0.104916388
497661,C18ORF32,0.071446704,0.104996211
83877,TM2D2,0.287007213,0.105123513
259173,ALS2CL,-0.313767267,0.105228618
5162,PDHB,0.116878088,0.105230954
85027,SMIM3,-0.548979517,0.105271143
22800,RRAS2,0.056282455,0.105308603
9261,MAPKAPK2,-0.094141783,0.105308868
4820,NKTR,-0.242165686,0.105418794
92591,ASB16,-2.174731982,0.105483909
8913,CACNA1G,0.000848929,0.105532566
83943,IMMP2L,0.464383662,0.105595602
64881,PCDH20,-0.033352323,0.105714432
84133,ZNRF3,0.052001838,0.105832046
90,ACVR1,-0.105294333,0.105902815
222962,SLC29A4,0.007161504,0.105949271
4705,NDUFA10,0.045307997,0.105955289
80157,CWH43,0.748076052,0.105960294
51138,COPS4,0.211956951,0.10601
573,BAG1,0.085546574,0.10604706
27235,COQ2,0.275622799,0.106207793
9892,SNAP91,-0.085457707,0.106209441
79646,PANK3,-0.08090896,0.106210402
50485,SMARCAL1,0.03313219,0.10631496
9397,NMT2,-0.04378954,0.106447928
402055,SRRD,0.036473436,0.106531926
5062,PAK2,-0.048084736,0.106537685
54464,XRN1,0.004883766,0.106643747
80306,MED28,0.176979916,0.10669322
599,BCL2L2,0.116880628,0.106804736
84833,ATP5MK,0.36518889,0.106875075
3480,IGF1R,-0.019487624,0.106988693
9344,TAOK2,0.15177454,0.107031955
147111,NOTUM,-2.157585729,0.107196618
9546,APBA3,0.079537187,0.107241684
54554,WDR5B,0.06535239,0.107249821
5493,PPL,-0.097452586,0.107290237
11189,CELF3,-0.000600518,0.10735205
26061,HACL1,0.417300834,0.107400348
84952,CGNL1,-0.006842149,0.107549675
81706,PPP1R14C,0.229279559,0.107689066
23060,ZNF609,0.072945539,0.107838877
23314,SATB2,0.156768718,0.107961993
1436,CSF1R,-0.731753469,0.107970455
4129,MAOB,-0.006630195,0.107991849
6237,RRAS,-0.475892618,0.108029265
10290,SPEG,-0.050125833,0.108077218
6870,TACR3,0.053015632,0.108141296
1841,DTYMK,0.241175594,0.108355135
7224,TRPC5,0.14429719,0.108402938
387640,SKIDA1,0.210509095,0.108554088
114791,TUBGCP5,-0.157537359,0.108699165
51119,SBDS,0.104139013,0.10875701
10098,TSPAN5,-0.145897572,0.108778688
54587,MXRA8,0.346903521,0.108855919
84417,ECRG4,0.191292062,0.109026198
25925,ZNF521,0.11276261,0.109037399
54543,TOMM7,0.121013732,0.109047127
64895,PAPOLG,0.073917114,0.109063401
64422,ATG3,-0.036818614,0.109286851
51078,THAP4,0.140688591,0.109370575
89797,NAV2,-0.109186314,0.109487288
55313,CPPED1,-0.163034927,0.109558443
55272,IMP3,-0.168128827,0.109607426
2869,GRK5,0.072751253,0.109657308
91368,CDKN2AIPNL,0.125948683,0.109733238
27335,EIF3K,0.162854156,0.109748318
84991,RBM17,-0.011647045,0.109790021
10102,TSFM,0.08450719,0.109854873
85443,DCLK3,-0.089260149,0.109908847
56984,PSMG2,0.102101228,0.110004197
9553,MRPL33,-0.058596083,0.110022616
129804,FBLN7,0.540744216,0.110074123
2015,ADGRE1,-1.100140777,0.110095242
56204,ATOSA,0.193466155,0.110115186
1407,CRY1,-0.226126733,0.110122643
55814,BDP1,-0.138079512,0.110164844
94009,SERHL,-0.090366777,0.110188049
83856,FSD1L,0.001541992,0.110218791
51005,AMDHD2,0.113755035,0.110299213
64168,NECAB1,-0.128911646,0.110354433
114827,FHAD1,0.421429926,0.11039154
51292,GMPR2,-0.107584156,0.110445876
84300,UQCC2,0.237962705,0.110499503
56624,ASAH2,-0.503274602,0.110539852
79739,TTLL7,-0.070108776,0.110693534
79729,SH3D21,-0.695972987,0.110798608
205251,MTLN,0.067307223,0.11117163
7316,UBC,0.190986621,0.111279735
6854,SYN2,-0.150119203,0.111390215
4331,MNAT1,0.183306408,0.111393861
4005,LMO2,0.08199379,0.111397231
55582,KIF27,0.367353945,0.111547204
26267,FBXO10,0.051856918,0.111559632
51673,TPPP3,0.581841506,0.111604189
79803,HPS6,0.026471748,0.11162305
832,CAPZB,0.100792705,0.111831304
55003,PAK1IP1,0.224880672,0.111863745
284307,ZIK1,0.027500966,0.111903875
10327,AKR1A1,0.237495829,0.111982805
9419,CRIPT,0.147217522,0.112089675
54542,RC3H2,-0.079652862,0.112146882
6444,SGCD,-0.350811032,0.112163976
6884,TAF13,0.135283258,0.11217635
91272,BOD1,0.084952991,0.11218569
440574,MICOS10,0.790658676,0.112196741
7707,ZNF148,0.072838552,0.112223474
25804,LSM4,-0.056028665,0.112322688
7629,ZNF76,-0.004961934,0.112406657
51592,TRIM33,0.123951445,0.112426845
51282,SCAND1,0.107893968,0.112440492
65082,VPS33A,-0.070869376,0.112488178
7473,WNT3,-2.296620766,0.112715846
56271,BEX4,0.370178143,0.112821232
90576,ZNF799,0.188316526,0.112840352
55897,MESP1,1.705038795,0.112861427
220963,SLC16A9,0.112426538,0.113057725
1874,E2F4,0.054384096,0.113070978
26232,FBXO2,0.445004812,0.11309401
10565,ARFGEF1,-0.089391067,0.113320285
10286,BCAS2,0.156613216,0.113326155
4724,NDUFS4,0.20783712,0.113341238
890,CCNA2,-0.617620637,0.113356021
1831,TSC22D3,-0.282865358,0.113507142
27315,PGAP2,0.053098982,0.113560415
285,ANGPT2,0.427715172,0.113652448
10857,PGRMC1,0.088669631,0.113686656
4193,MDM2,-0.223292091,0.113734612
55534,MAML3,-0.441205248,0.113749428
10782,ZNF274,-0.100588997,0.113867815
344901,OSTN,-0.695601454,0.113980923
338707,B4GALNT4,-0.011815659,0.114190149
131870,NUDT16,0.029637278,0.114203225
3791,KDR,-0.653248015,0.11422814
51335,NGRN,0.097091292,0.114274818
4711,NDUFB5,0.11513259,0.114327259
84844,PHF5A,0.064373943,0.114474173
157285,PRAG1,0.162127423,0.114485135
9975,NR1D2,0.151378808,0.114490843
146691,TOM1L2,0.078387317,0.114586824
6159,RPL29,0.065033813,0.114601844
6171,RPL41,0.079198293,0.114674936
51019,WASHC3,0.252738757,0.114689993
133746,JMY,-0.01544192,0.114731534
5827,PXMP2,0.503558906,0.114765151
9507,ADAMTS4,0.013182845,0.114773992
5436,POLR2G,0.099046711,0.11497814
10971,YWHAQ,0.149475017,0.115022866
51322,WAC,0.125855701,0.115087351
6511,SLC1A6,-0.073342814,0.115182063
4256,MGP,-0.147178095,0.115184011
115752,DIS3L,-0.075863403,0.115356616
11149,BVES,-0.395727472,0.115413051
196527,ANO6,-0.137783754,0.115450089
1025,CDK9,0.107298543,0.115463255
79171,RBM42,0.197667776,0.115634237
976,ADGRE5,0.459575863,0.115643012
3749,KCNC4,-0.054682612,0.115645714
1501,CTNND2,0.002885698,0.115692107
25800,SLC39A6,0.018764089,0.115797936
8731,RNMT,0.073746691,0.115867562
340351,AGBL3,0.084932425,0.115872793
26509,MYOF,-0.454385822,0.115887122
6688,SPI1,0.664584544,0.115973319
55890,GPRC5C,0.295866105,0.115982637
26499,PLEK2,-0.275685772,0.115994255
64951,MRPS24,0.123291697,0.116063776
55132,LARP1B,-0.039581191,0.116106682
6674,SPAG1,0.050044776,0.116163147
30834,POLR1H,0.538417228,0.116177327
283349,RASSF3,-0.245330562,0.116241833
23462,HEY1,0.031434683,0.116326942
143458,LDLRAD3,-0.253082446,0.116440626
64981,MRPL34,0.110275018,0.116626665
55149,MTPAP,0.015781015,0.11674455
55071,C9ORF40,0.133522677,0.116805819
221322,TBC1D32,0.126057051,0.116843954
154865,IQUB,0.374810462,0.11700642
28952,CCDC22,0.092733615,0.117066099
80178,TEDC2,-0.239867286,0.117082537
55845,BRK1,0.082624316,0.117111419
10640,EXOC5,0.074318817,0.117125415
166752,FREM3,0.419504745,0.117206882
8641,PCDHGB4,0.016597031,0.117274782
10075,HUWE1,0.00741475,0.117307479
79776,ZFHX4,-0.084695877,0.117328807
89866,SEC16B,-1.812373015,0.117337688
5718,PSMD12,0.187226568,0.117344902
80321,CEP70,-0.612265332,0.117481464
23594,ORC6,0.03961956,0.11757763
5903,RANBP2,0.02276394,0.11762448
51263,MRPL30,0.111875653,0.117926284
24149,ZNF318,-0.058796895,0.117928582
4974,OMG,0.053725487,0.11810858
11316,COPE,0.14767101,0.118154235
1130,LYST,-0.175365501,0.118208611
9627,SNCAIP,-0.096162436,0.118218352
2907,GRINA,0.224245481,0.118253544
64087,MCCC2,0.044019128,0.118439611
55325,UFSP2,0.151271677,0.118540684
85012,TCEAL3,0.063570985,0.118573469
9091,PIGQ,0.023430946,0.118591162
79906,MORN1,-0.037750979,0.118627842
6164,RPL34,0.164270711,0.118704262
60675,PROK2,-0.670797294,0.118710793
7466,WFS1,-0.18223638,0.118840594
36,ACADSB,-0.001756724,0.118862129
8726,EED,0.03149562,0.118925709
9196,KCNAB3,-0.330850094,0.11896432
26156,RSL1D1,0.13021068,0.118997461
10534,ZNRD2,0.25433469,0.119000504
10607,TBL3,0.089767547,0.119060925
8517,IKBKG,0.090076499,0.119102034
54813,KLHL28,0.139045908,0.119321402
50619,DEF6,-0.241307185,0.119330988
221656,KDM1B,-0.050449179,0.119527285
2776,GNAQ,0.03405715,0.119552922
22808,MRAS,-0.122163193,0.119595452
10867,TSPAN9,-0.197639195,0.119595971
1650,DDOST,0.086161332,0.119684255
252983,STXBP4,0.370050055,0.11972404
29080,CCDC59,0.218952488,0.119893477
3295,HSD17B4,0.020383903,0.119938788
54463,RETREG1,-0.016734029,0.119947674
9472,AKAP6,-0.022065999,0.119996432
8608,RDH16,0.719689372,0.119999563
25949,SYF2,0.274213856,0.120099597
5919,RARRES2,-0.124039544,0.120114084
25987,TSKU,-0.050965826,0.120204493
79143,MBOAT7,0.006369756,0.120344004
134492,NUDCD2,-0.177167086,0.120445154
3014,H2AX,-0.008441343,0.120450546
8685,MARCO,-1.333110548,0.120486453
51289,RXFP3,0.073876226,0.120503565
53826,FXYD6,0.086130438,0.120511027
23347,SMCHD1,0.072405064,0.120694545
441381,LRRC24,-0.097036472,0.120710703
729852,UMAD1,0.093367541,0.120713727
398,ARHGDIG,0.037483597,0.120733053
9832,JAKMIP2,0.125870725,0.120958759
55194,EVA1B,-0.085476261,0.121005304
29799,YPEL1,0.006375864,0.12106256
8715,NOL4,-0.105855369,0.121277651
57453,DSCAML1,-0.067630099,0.121395835
84913,ATOH8,0.153645615,0.1214129
22837,COBLL1,0.136274214,0.12162407
10097,ACTR2,0.01616318,0.121699319
23118,TAB2,0.004685561,0.121728383
25915,NDUFAF3,0.423915329,0.121764318
90522,YIF1B,0.095740173,0.121904299
901,CCNG2,0.082901834,0.121950781
900,CCNG1,-0.242825513,0.122076354
80863,PRRT1,0.160730366,0.122264818
204851,HIPK1,0.078927765,0.122357855
146330,FBXL16,-0.06157542,0.122370036
114788,CSMD3,0.098842837,0.12259213
51272,BET1L,0.074005548,0.122727124
255027,MPV17L,0.013604576,0.122851076
203069,R3HCC1,0.191163492,0.123033332
1155,TBCB,0.122653262,0.123037012
79622,SNRNP25,0.03390538,0.123048061
389337,ARHGEF37,-0.524022849,0.123092512
151742,PPM1L,-0.158531891,0.123118137
79718,TBL1XR1,-0.169239908,0.123268313
22807,IKZF2,-0.165996128,0.123297659
57529,RTL9,0.263713812,0.123347828
55970,GNG12,-0.235793164,0.123403822
9670,IPO13,-0.090638031,0.123419877
5990,RFX2,0.286544717,0.123479064
10208,USPL1,0.003931073,0.123486429
10175,CNIH1,0.074940683,0.123498424
80310,PDGFD,-0.314543962,0.123519866
23604,DAPK2,-0.067388108,0.12360037
3589,IL11,0.247367663,0.12363988
54861,SNRK,-0.022762201,0.123659607
1159,CKMT1B,0.103911207,0.123692004
2348,FOLR1,0.217898555,0.123721841
205147,AMER3,0.061503822,0.123741897
3673,ITGA2,-0.427733301,0.123786044
55701,ARHGEF40,0.054619741,0.123838717
5100,PCDH8,-0.135612505,0.123841622
5757,PTMA,0.311737728,0.123917695
7918,GPANK1,0.139914726,0.123921283
6272,SORT1,0.066962467,0.123960136
8522,GAS7,0.110132441,0.123999729
1891,ECH1,0.023194939,0.124064576
8728,ADAM19,-0.253027499,0.124122111
388121,TNFAIP8L3,-0.420063814,0.124172505
6416,MAP2K4,0.03744595,0.124222266
146754,DNAH2,-0.672171773,0.124237578
64919,BCL11B,-0.185353539,0.124287851
6224,RPS20,0.335680753,0.124321619
5837,PYGM,0.070036476,0.124331485
2011,MARK2,0.07076731,0.124430664
347731,LRRTM3,0.287095516,0.124432431
153020,RASGEF1B,0.055915244,0.12452375
55165,CEP55,-0.709465581,0.124544334
29944,PNMA3,0.03144506,0.124625985
51300,TIMMDC1,-0.020172003,0.124773186
6547,SLC8A3,-0.117344748,0.125046492
2870,GRK6,-0.03827469,0.125085384
403341,ZBTB34,0.124161316,0.125131969
928,CD9,0.206746431,0.125212811
9980,DOP1B,-0.086101426,0.12525336
399687,MYO18A,0.052972562,0.125294235
85442,KNDC1,-0.037774362,0.125364687
63971,KIF13A,0.109909543,0.125481728
79073,TMEM109,0.095070552,0.125588554
9468,PCYT1B,-0.022651683,0.125637387
1353,COX11,0.068200259,0.125657461
30833,NT5C,0.046903877,0.1256691
9709,HERPUD1,0.131014662,0.125741548
222171,PRR15,-0.734897021,0.125809328
51043,ZBTB7B,-0.062355877,0.125861961
84444,DOT1L,-0.12900555,0.125878802
3351,HTR1B,-0.059857898,0.125887146
9775,EIF4A3,0.051938812,0.125899524
10244,RABEPK,0.202643205,0.125905784
4116,MAGOH,0.148830575,0.125939871
285601,GPR150,-0.164748382,0.126136121
126374,WTIP,0.545715737,0.126199916
4504,MT3,0.095451557,0.126210643
11141,IL1RAPL1,0.176979048,0.1262656
58517,RBM25,-0.002353006,0.126383693
7922,SLC39A7,0.03394521,0.126393987
23184,MESD,0.283722468,0.126455027
5464,PPA1,0.215376698,0.126464206
4076,CAPRIN1,0.101267007,0.126524646
283212,KLHL35,1.74663714,0.126562379
374291,NDUFS7,0.005089296,0.126586143
996,CDC27,0.117542778,0.12660655
10573,MRPL28,-0.107122028,0.126711608
22941,SHANK2,-0.002552591,0.12676448
55915,LANCL2,-0.073787083,0.126839908
5934,RBL2,0.053518312,0.126879331
546,ATRX,0.022406587,0.127105669
56479,KCNQ5,-0.100968996,0.127146518
57180,ACTR3B,0.134734563,0.127220332
58505,OSTC,0.318128841,0.12729883
7143,TNR,-0.033145276,0.127359561
4664,NAB1,-0.098743432,0.127382744
8723,SNX4,0.05980374,0.127420409
145553,MDP1,0.615844351,0.127426128
8802,SUCLG1,0.03210667,0.127447623
23193,GANAB,0.144097408,0.127518269
283899,INO80E,0.133658621,0.127530203
92737,DNER,-0.115442961,0.127585287
55090,MED9,0.041814397,0.127594268
90135,BTBD6,-0.077319052,0.127618621
1728,NQO1,0.545602954,0.127832117
57535,ELAPOR1,-0.293343271,0.127910594
23380,SRGAP2,-0.086318927,0.127947009
57609,DIP2B,-0.098758498,0.128103325
202052,DNAJC18,0.044082732,0.128236005
3037,HAS2,0.769326623,0.128255481
80256,ATOSB,-0.102083805,0.128263531
55813,UTP6,0.095564018,0.128346809
2549,GAB1,0.25504886,0.128421381
83648,FAM167A,0.205373866,0.128510535
256364,EML3,0.599993335,0.128584237
57634,EP400,-0.007288695,0.12863276
11057,ABHD2,0.036526002,0.128665756
6642,SNX1,-0.0009379,0.128937113
10328,EMC8,0.076792213,0.128945566
339829,CCDC39,1.41941204,0.128968176
51377,UCHL5,-0.275259041,0.129044489
11080,DNAJB4,0.091258647,0.12913332
84958,SYTL1,-0.145140421,0.129153317
64860,ARMCX5,0.07614743,0.129221301
55224,ETNK2,-0.012878327,0.129257465
55187,VPS13D,-0.043348479,0.129296804
